Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ICON,"1,700,000","1,130.22","1,504",Oct-21,GOPENG STREET,Resale,Strata,105,"16,190",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,36 to 40
SYMPHONY SUITES,"1,015,000",893.41,"1,136",Oct-21,YISHUN CLOSE,Resale,Strata,83,"12,229",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE POIZ RESIDENCES,"730,000",419.8,"1,739",Oct-21,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"18,718",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
THE LAKEFRONT RESIDENCES,"1,398,000","1,001.05","1,397",Oct-21,LAKESIDE DRIVE,Resale,Strata,93,"15,032",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,06 to 10
ALEX RESIDENCES,"1,595,880",882.65,"1,808",Oct-21,ALEXANDRA VIEW,Resale,Strata,82,"19,462",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
NEPTUNE COURT,"1,120,000","1,270.15",882,Oct-21,MARINE VISTA,Resale,Strata,118,"9,492",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,01 to 05
MIRO,"1,900,000","1,323.97","1,435",Oct-21,LINCOLN ROAD,Resale,Strata,123,"15,447",-,Apartment,1,Freehold,11,Core Central Region,26 to 30
D'NEST,"645,000",484.38,"1,332",Oct-21,PASIR RIS GROVE,Resale,Strata,45,"14,333",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE WISTERIA,"675,000",548.96,"1,230",Oct-21,YISHUN RING ROAD,Resale,Strata,51,"13,235",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
HILLSTA,"988,888",990.29,999,Oct-21,PHOENIX ROAD,Resale,Strata,92,"10,749",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
HIGH PARK RESIDENCES,"570,000",387.5,"1,471",Oct-21,FERNVALE ROAD,Resale,Strata,36,"15,833",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20
BEDOK RESIDENCES,"1,500,000","1,205.57","1,244",Oct-21,BEDOK NORTH DRIVE,Resale,Strata,112,"13,393",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
THE INFLORA,"805,000",818.06,984,Oct-21,FLORA DRIVE,Resale,Strata,76,"10,592",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
MIRO,"2,000,000","1,345.5","1,486",Oct-21,LINCOLN ROAD,Resale,Strata,125,"16,000",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
RIVERSAILS,"1,550,000","1,367.03","1,134",Oct-21,UPPER SERANGOON CRESCENT,Resale,Strata,127,"12,205",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
HILLION RESIDENCES,"715,000",473.62,"1,510",Oct-21,JELEBU ROAD,Resale,Strata,44,"16,250",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,06 to 10
THE COTZ,"565,000",387.5,"1,458",Oct-21,TELOK KURAU ROAD,Resale,Strata,36,"15,694",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
J GATEWAY,"812,000",473.62,"1,714",Oct-21,GATEWAY DRIVE,Resale,Strata,44,"18,455",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,01 to 05
STEVENS SUITES,"2,450,000","1,539.25","1,592",Oct-21,STEVENS CLOSE,Resale,Strata,143,"17,133",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
LUMIERE,"1,332,160",678.13,"1,964",Oct-21,MISTRI ROAD,Resale,Strata,63,"21,145",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,41 to 45
SKIES MILTONIA,"2,363,800","2,863.22",826,Oct-21,MILTONIA CLOSE,Resale,Strata,266,"8,886",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
THREE BUCKLEY,"3,600,000","2,368.08","1,520",Oct-21,BUCKLEY ROAD,Resale,Strata,220,"16,364",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
FAIRMOUNT CONDOMINIUM,"920,000",904.18,"1,018",Oct-21,EASTWOOD ROAD,Resale,Strata,84,"10,952",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
368 THOMSON,"1,112,000",688.9,"1,614",Oct-21,THOMSON ROAD,Resale,Strata,64,"17,375",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
MANDARIN GARDENS,"1,125,000",828.83,"1,357",Oct-21,SIGLAP ROAD,Resale,Strata,77,"14,610",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,16 to 20
SUMMERHILL,"2,230,000","1,603.84","1,390",Oct-21,HUME AVENUE,Resale,Strata,149,"14,966",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
YISHUN SAPPHIRE,"965,000","1,216.33",793,Oct-21,CANBERRA DRIVE,Resale,Strata,113,"8,540",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
REZI 26,"660,000",484.38,"1,363",Oct-21,LORONG 26 GEYLANG,Resale,Strata,45,"14,667",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
NORTHVALE,"1,060,000","1,356.26",782,Oct-21,CHOA CHU KANG LOOP,Resale,Strata,126,"8,413",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
THE GALE,"1,520,000","1,463.9","1,038",Oct-21,FLORA ROAD,Resale,Strata,136,"11,176",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
AMBER SKYE,"2,191,500","1,216.33","1,802",Oct-21,AMBER ROAD,Resale,Strata,113,"19,394",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
D'LEEDON,"2,060,000","1,216.33","1,694",Oct-21,LEEDON HEIGHTS,Resale,Strata,113,"18,230",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,21 to 25
D'LEEDON,"2,988,000","1,743.77","1,714",Oct-21,LEEDON HEIGHTS,Resale,Strata,162,"18,444",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,21 to 25
RIVERGATE,"2,620,000","1,022.58","2,562",Oct-21,ROBERTSON QUAY,Resale,Strata,95,"27,579",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
EASTPOINT GREEN,"718,000",904.18,794,Oct-21,SIMEI STREET 3,Resale,Strata,84,"8,548",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
ONE SHENTON,"2,500,000","1,571.54","1,591",Oct-21,SHENTON WAY,Resale,Strata,146,"17,123",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
CARDIFF RESIDENCE,"599,000",430.56,"1,391",Oct-21,CARDIFF GROVE,Resale,Strata,40,"14,975",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
QUEENS,"1,315,000",914.94,"1,437",Oct-21,STIRLING ROAD,Resale,Strata,85,"15,471",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,26 to 30
CITIGATE RESIDENCE,"680,000",570.49,"1,192",Oct-21,RANGOON ROAD,Resale,Strata,53,"12,830",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
STEVENS SUITES,"1,990,000","1,108.69","1,795",Oct-21,STEVENS CLOSE,Resale,Strata,103,"19,320",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
MARINA ONE RESIDENCES,"1,693,009",764.24,"2,215",Oct-21,MARINA WAY,Resale,Strata,71,"23,845",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
VILLA MARINA,"1,300,000","1,130.22","1,150",Oct-21,JALAN SEMPADAN,Resale,Strata,105,"12,381",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
BAYSHORE PARK,"977,000",936.47,"1,043",Oct-21,BAYSHORE ROAD,Resale,Strata,87,"11,230",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
SKYLINE RESIDENCES,"3,218,000","1,614.6","1,993",Oct-21,TELOK BLANGAH ROAD,Resale,Strata,150,"21,453",-,Condominium,1,Freehold,04,Rest of Central Region,16 to 20
FLO RESIDENCE,"980,000",936.47,"1,046",Oct-21,PUNGGOL FIELD WALK,Resale,Strata,87,"11,264",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE RISE @ OXLEY - RESIDENCES,"1,099,999",462.85,"2,377",Oct-21,OXLEY RISE,Resale,Strata,43,"25,581",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
KOVAN RESIDENCES,"2,555,000","2,131.27","1,199",Oct-21,KOVAN ROAD,Resale,Strata,198,"12,904",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
GRAND DUCHESS AT ST PATRICK'S,"1,928,800","1,044.11","1,847",Oct-21,ST. PATRICK'S ROAD,Resale,Strata,97,"19,885",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"940,000",473.62,"1,985",Oct-21,COMMONWEALTH AVENUE,Resale,Strata,44,"21,364",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
TANGLIN PARK,"4,500,000","2,066.69","2,177",Oct-21,RIDLEY PARK,Resale,Strata,192,"23,438",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,840,000",861.12,"2,137",Oct-21,MARINA BOULEVARD,Resale,Strata,80,"23,000",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,61 to 65
RIPPLE BAY,"833,888",775.01,"1,076",Oct-21,PASIR RIS LINK,Resale,Strata,72,"11,582",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THE CASCADIA,"2,300,000","1,184.04","1,943",Oct-21,BUKIT TIMAH ROAD,Resale,Strata,110,"20,909",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
CASABELLA,"1,750,000",990.29,"1,767",Oct-21,DUCHESS AVENUE,Resale,Strata,92,"19,022",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PASIR VIEW PARK,"2,060,000","1,506.96","1,367",Oct-21,PASIR PANJANG ROAD,Resale,Strata,140,"14,714",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"1,582,574",731.95,"2,162",Oct-21,MARINA WAY,Resale,Strata,68,"23,273",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,06 to 10
MONTEBLEU,"2,460,000","1,474.67","1,668",Oct-21,MINBU ROAD,Resale,Strata,137,"17,956",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
SEAHILL,"1,390,000",936.47,"1,484",Oct-21,WEST COAST CRESCENT,Resale,Strata,87,"15,977",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
THE MADEIRA,"1,150,000","1,248.62",921,Oct-21,BUKIT BATOK STREET 31,Resale,Strata,116,"9,914",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,06 to 10
THE AMARELLE,"1,290,000",936.47,"1,378",Oct-21,LIM AH WOO ROAD,Resale,Strata,87,"14,828",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THOMSON 800,"2,330,000","1,431.61","1,628",Oct-21,THOMSON ROAD,Resale,Strata,133,"17,519",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
RIVER ISLES,"590,000",441.32,"1,337",Oct-21,EDGEDALE PLAINS,Resale,Strata,41,"14,390",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
RIVERBANK @ FERNVALE,"1,000,000",947.23,"1,056",Oct-21,FERNVALE CLOSE,Resale,Strata,88,"11,364",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
THE INFLORA,"800,000",818.06,978,Oct-21,FLORA DRIVE,Resale,Strata,76,"10,526",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
MELVILLE PARK,"930,000","1,302.44",714,Oct-21,SIMEI STREET 1,Resale,Strata,121,"7,686",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
THE INTERLACE,"2,280,000","1,603.84","1,422",Oct-21,DEPOT ROAD,Resale,Strata,149,"15,302",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
D' FRESCO,"1,388,000","1,119.46","1,240",Oct-21,JOO CHIAT LANE,Resale,Strata,104,"13,346",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
WALLICH RESIDENCE,"17,000,000","3,509.06","4,845",Oct-21,WALLICH STREET,Resale,Strata,326,"52,147",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,56 to 60
RESIDENTIAL APARTMENTS,"2,420,000","1,460.67","1,657",Oct-21,LORONG 17 GEYLANG,Resale,Strata,135.7,"17,833",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ONE JERVOIS,"2,730,000","1,334.74","2,045",Oct-21,JERVOIS CLOSE,Resale,Strata,124,"22,016",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
LAKEVILLE,"798,000",559.73,"1,426",Oct-21,JURONG LAKE LINK,Resale,Strata,52,"15,346",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
THE PANORAMA,"1,135,000",678.13,"1,674",Oct-21,ANG MO KIO AVENUE 2,Resale,Strata,63,"18,016",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
KATONG REGENCY,"1,051,000",559.73,"1,878",Oct-21,TANJONG KATONG ROAD,Resale,Strata,52,"20,212",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
PARC ELEGANCE,"628,000",473.62,"1,326",Oct-21,TELOK KURAU ROAD,Resale,Strata,44,"14,273",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
HAZEL PARK CONDOMINIUM,"1,420,000","1,205.57","1,178",Oct-21,HAZEL PARK TERRACE,Resale,Strata,112,"12,679",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
SYMPHONY SUITES,"1,148,000","1,022.58","1,123",Oct-21,YISHUN CLOSE,Resale,Strata,95,"12,084",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
J GATEWAY,"908,000",473.62,"1,917",Oct-21,GATEWAY DRIVE,Resale,Strata,44,"20,636",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,21 to 25
J GATEWAY,"1,630,000",893.41,"1,824",Oct-21,GATEWAY DRIVE,Resale,Strata,83,"19,639",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,31 to 35
CARIBBEAN AT KEPPEL BAY,"4,130,000","3,541.36","1,166",Oct-21,KEPPEL BAY DRIVE,Resale,Strata,329,"12,553",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
HILLVIEW HEIGHTS,"1,350,000",958,"1,409",Oct-21,HILLVIEW AVENUE,Resale,Strata,89,"15,169",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
PASIR PANJANG COURT,"1,868,000","1,345.5","1,388",Oct-21,PASIR PANJANG CLOSE,Resale,Strata,125,"14,944",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE BENTLY RESIDENCES@KOVAN,"1,280,000",882.65,"1,450",Oct-21,KOVAN ROAD,Resale,Strata,82,"15,610",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CASABLANCA,"1,050,000","1,184.04",887,Oct-21,ROSEWOOD DRIVE,Resale,Strata,110,"9,545",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10
SIXTH AVENUE VILLE,"2,980,000","1,711.48","1,741",Oct-21,SIXTH AVENUE,Resale,Strata,159,"18,742",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
MILLAGE,"1,168,000",947.23,"1,233",Oct-21,CHANGI ROAD,Resale,Strata,88,"13,273",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PATERSON SUITES,"4,455,000","1,754.53","2,539",Oct-21,PATERSON ROAD,Resale,Strata,163,"27,331",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
HERITAGE VIEW,"1,510,000","1,194.8","1,264",Oct-21,DOVER RISE,Resale,Strata,111,"13,604",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,01 to 05
THE BELLEFORTE,"1,880,000","1,334.74","1,409",Oct-21,AH HOOD ROAD,Resale,Strata,124,"15,161",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
OASIS @ ELIAS,"860,000",979.52,878,Oct-21,ELIAS ROAD,Resale,Strata,91,"9,451",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,16 to 20
PARC MACKENZIE,"1,295,000",904.18,"1,432",Oct-21,MACKENZIE ROAD,Resale,Strata,84,"15,417",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
RIVERSAILS,"939,000",882.65,"1,064",Oct-21,UPPER SERANGOON CRESCENT,Resale,Strata,82,"11,451",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SPOTTISWOODE SUITES,"1,108,000",538.2,"2,059",Oct-21,SPOTTISWOODE PARK ROAD,Resale,Strata,50,"22,160",-,Apartment,1,Freehold,02,Rest of Central Region,11 to 15
GLENDALE PARK,"1,800,000","1,313.21","1,371",Oct-21,HILLVIEW AVENUE,Resale,Strata,122,"14,754",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"1,820,000","1,291.68","1,409",Oct-21,JALAN MEMBINA,Resale,Strata,120,"15,167",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,06 to 10
PARC VISTA,"1,088,888","1,270.15",857,Oct-21,CORPORATION ROAD,Resale,Strata,118,"9,228",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
SPRINGDALE CONDOMINIUM,"1,545,000","1,130.22","1,367",Oct-21,HINDHEDE WALK,Resale,Strata,105,"14,714",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
SILVERSEA,"2,500,000","1,582.31","1,580",Oct-21,MARINE PARADE ROAD,Resale,Strata,147,"17,007",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05
TREE HOUSE,"915,000",807.3,"1,133",Oct-21,CHESTNUT AVENUE,Resale,Strata,75,"12,200",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,06 to 10
LA FIESTA,"970,000",753.48,"1,287",Oct-21,SENGKANG SQUARE,Resale,Strata,70,"13,857",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
WATERFRONT ISLE,"1,130,000",947.23,"1,193",Oct-21,BEDOK RESERVOIR ROAD,Resale,Strata,88,"12,841",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
THE CENTRIS,"1,250,000","1,001.05","1,249",Oct-21,JURONG WEST CENTRAL 3,Resale,Strata,93,"13,441",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
JEWEL @ BUANGKOK,"1,500,000","1,130.22","1,327",Oct-21,COMPASSVALE BOW,Resale,Strata,105,"14,286",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE SKYWOODS,"1,700,000","1,291.68","1,316",Oct-21,DAIRY FARM HEIGHTS,Resale,Strata,120,"14,167",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"1,510,000","1,237.86","1,220",Oct-21,FERNVALE ROAD,Resale,Strata,115,"13,130",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
PARK NATURA,"2,032,000","1,410.08","1,441",Oct-21,BUKIT BATOK EAST AVENUE 6,Resale,Strata,131,"15,511",-,Condominium,1,Freehold,23,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"3,915,000","1,517.72","2,580",Oct-21,MARINA WAY,Resale,Strata,141,"27,766",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
DOUBLE BAY RESIDENCES,"1,398,000","1,270.15","1,101",Oct-21,SIMEI STREET 4,Resale,Strata,118,"11,847",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE MAYFAIR,"1,170,000","1,162.51","1,006",Oct-21,JURONG EAST STREET 32,Resale,Strata,108,"10,833",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,11 to 15
EVERGREEN PARK,"830,000","1,044.11",795,Oct-21,HOUGANG AVENUE 7,Resale,Strata,97,"8,557",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"530,000",387.5,"1,368",Oct-21,FERNVALE ROAD,Resale,Strata,36,"14,722",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
ARCHIPELAGO,"3,083,000","2,583.36","1,193",Oct-21,BEDOK RESERVOIR ROAD,Resale,Strata,240,"12,846",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
REGENT HEIGHTS,"985,000","1,173.28",840,Oct-21,BUKIT BATOK EAST AVENUE 5,Resale,Strata,109,"9,037",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,16 to 20
THE WISTERIA,"775,000",635.08,"1,220",Oct-21,YISHUN RING ROAD,Resale,Strata,59,"13,136",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
CASA CAMBIO,"1,150,000",796.54,"1,444",Oct-21,LIM TUA TOW ROAD,Resale,Strata,74,"15,541",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
PINE GROVE,"1,828,000","1,754.53","1,042",Oct-21,PINE GROVE,Resale,Strata,163,"11,215",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,16 to 20
WATERBANK AT DAKOTA,"1,975,000","1,184.04","1,668",Oct-21,DAKOTA CRESCENT,Resale,Strata,110,"17,955",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,11 to 15
CRYSTAL COURT,"1,800,000","1,205.57","1,493",Oct-21,RIVER VALLEY ROAD,Resale,Strata,112,"16,071",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PARC RIVIERA,"680,000",462.85,"1,469",Oct-21,WEST COAST VALE,Resale,Strata,43,"15,814",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
D' CASITA,"2,060,000","1,851.41","1,113",Oct-21,LORONG MARZUKI,Resale,Strata,172,"11,977",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
SUNGLADE,"1,350,000","1,097.93","1,230",Oct-21,SERANGOON AVENUE 2,Resale,Strata,102,"13,235",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
OASIS @ ELIAS,"1,430,000","1,431.61",999,Oct-21,ELIAS ROAD,Resale,Strata,133,"10,752",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CHANGI GREEN,"1,151,000","1,054.87","1,091",Oct-21,UPPER CHANGI ROAD EAST,Resale,Strata,98,"11,745",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE PROMENADE@PELIKAT,"960,000",925.7,"1,037",Oct-21,JALAN PELIKAT,Resale,Strata,86,"11,163",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE HILLFORD,"590,000",505.91,"1,166",Oct-21,JALAN JURONG KECHIL,Resale,Strata,47,"12,553",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
THE VENUE RESIDENCES,"1,858,000","1,237.86","1,501",Oct-21,TAI THONG CRESCENT,Resale,Strata,115,"16,157",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
LE QUEST,"753,000",495.14,"1,521",Oct-21,BUKIT BATOK STREET 41,Resale,Strata,46,"16,370",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
